epoch,loss,val_loss,train_accuracy,train_cross_entropy,train_macro_f1,train_ef_mae,train_within_one,validation_accuracy,validation_cross_entropy,validation_macro_f1,validation_ef_mae,validation_within_one,run,stage,formulation,members,sampling,weighting,optimizer,learning_rate,l2,dropout
13,0.2444013257821401,0.20950065553188324,0.5482372649052006,0.9256193123556111,0.3133756630814893,0.5010279448716972,0.9524099596436458,0.5553442373526055,0.9489361502743229,0.25575557895886486,0.5123621148725751,0.9353366298972994,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
14,0.24109874665737152,0.20544858276844025,0.5576029848473312,0.9117776938767038,0.2709512984298725,0.4883118860884794,0.9553034340973121,0.5656143020159756,0.936680963200662,0.26289401074069935,0.497907949790795,0.9399011030810194,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
15,0.23612048228581747,0.20565191904703775,0.5719180689865225,0.903734657853303,0.2919440723328182,0.4666108276859819,0.9621563999086271,0.5686572841384557,0.9316577728816987,0.26692750718603536,0.48649676683149484,0.9478889311525295,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
16,0.23303433259328207,0.20656915505727133,0.5897357800959415,0.8958507678783452,0.3279653359288079,0.442016294829818,0.9687809335262316,0.5800684670977558,0.926657965449903,0.2902032598414351,0.4705211106884747,0.9513122860403195,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
17,0.22943367063999176,0.20438585678736368,0.6022995507500191,0.8848341798144411,0.3380238026022851,0.42625447346379347,0.9719028401736085,0.5888170406998859,0.9184322658894561,0.30049160281655873,0.4575884366679346,0.9554963864587296,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
18,0.22662820915381113,0.2064120521148046,0.6141018807583949,0.8827809157517529,0.340112095557529,0.4114825249371811,0.9747201705627047,0.5922403955876759,0.9200702803619866,0.2998857806674277,0.45112209965766453,0.9577786230505896,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
19,0.22343172132968903,0.20048001408576965,0.6221731516028326,0.86451514036518,0.33923326064822534,0.399984771187086,0.9780705094037919,0.5987067325979459,0.9038122114338216,0.30087597514087056,0.4419931532902244,0.9604412324077596,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
20,0.2197138468424479,0.1990794042746226,0.6261326429604812,0.8556644601662624,0.3310019007767302,0.3948069747963146,0.9793649585014849,0.604412324077596,0.8995054165262293,0.3066336550240588,0.4347660707493343,0.9615823507036896,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
21,0.21626907587051392,0.19890227913856506,0.6387725576791289,0.8497295408781843,0.3503485630877929,0.37988273814056195,0.9814969923094494,0.6116394066184861,0.8952835692589304,0.31560156286728536,0.4241156333206542,0.9650057055914797,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
22,0.213675727446874,0.19750772913297018,0.6410568796162339,0.8397500884687903,0.3616063531978704,0.3772176958806061,0.9818015685677302,0.6146823887409661,0.8896612172943925,0.3174473225849949,0.4222137694941042,0.9642449600608597,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
23,0.21131145457426706,0.1978244185447693,0.6490520063961014,0.8342593799283046,0.3661173349937307,0.36640523871164243,0.9845427548922562,0.6139216432103461,0.8875785993382549,0.317804635505073,0.4214530239634842,0.9653860783567897,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
24,0.208507830897967,0.19943157335122427,0.6587984466610828,0.8330305261574583,0.36259847390128436,0.3548313408969771,0.9863702124419401,0.6188664891593761,0.888810216749416,0.32413103269389393,0.4134651958919741,0.9684290604792697,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
25,0.20584508776664734,0.1967845360438029,0.6594075991776441,0.8223407659165628,0.36514057185202625,0.3538414680575649,0.986750932764791,0.6192468619246861,0.8802711790541682,0.3250422365192794,0.4123240775960441,0.9691898060098897,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
26,0.20390592515468597,0.19742403427759805,0.6635193786644331,0.818956433219616,0.3934241814274746,0.3492728241833549,0.987207797152212,0.6139216432103461,0.8809212464941071,0.32569698426165344,0.41802966907569417,0.9688094332445797,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
27,0.20129834612210593,0.1931409885485967,0.6701439122820376,0.808192830884646,0.340961822599191,0.3411254092743471,0.9888068225081855,0.6302776721186764,0.8681910724502891,0.3227491603755827,0.39825028527957396,0.9726131608976797,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
28,0.1986977905035019,0.19486021002133688,0.6641285311809945,0.8023516239864706,0.3680724505606438,0.34736922256910074,0.9885022462499048,0.6177253708634461,0.8707801537915589,0.3220402336045486,0.41650817801445417,0.9669075694180297,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
29,0.19649007419745126,0.19582361479600272,0.6684687428614939,0.8006326477849048,0.37328568629846437,0.34371430746973275,0.9878169496687733,0.6139216432103461,0.8727259983998921,0.3256726367261463,0.41726892354507417,0.9695701787751997,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
30,0.19443364441394806,0.19634325802326202,0.6729612426711338,0.7970560441959246,0.3812377902489048,0.33861265514353156,0.9884261021853347,0.6203879802206163,0.8735588805494282,0.33526224640515867,0.4104222137694941,0.9699505515405097,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
31,0.19161527852217355,0.19513078530629477,0.6768445899642123,0.791132350143094,0.3821460831868236,0.33389172314018123,0.9892636868956065,0.6241917078737163,0.8671597000083084,0.33681938780931614,0.40585774058577406,0.9707112970711297,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
32,0.19026921192804971,0.19450068970521292,0.674864844285388,0.7850978813086156,0.36907837661820825,0.3362521891418564,0.9888829665727557,0.6169646253328261,0.8663807192181081,0.32524220786381497,0.41460631418790417,0.9691898060098897,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
33,0.18877953787644705,0.19543767472108206,0.6763877255767913,0.7811697318725218,0.3978556677985714,0.33503388410873375,0.988578390314475,0.6215290985165463,0.8638458344056876,0.33274994447821254,0.4089007227082541,0.9703309243058197,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
34,0.1863679438829422,0.19760431349277496,0.680804081321861,0.7829837457212696,0.3853419497777801,0.3313789690093657,0.9878169496687733,0.6146823887409661,0.8714099625349988,0.32711577361766037,0.41726892354507417,0.9688094332445797,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
35,0.18487211068471274,0.19739019870758057,0.6776821746744841,0.776542983917081,0.41911823924099734,0.33495774004416357,0.9873600852813523,0.6131608976797261,0.8701554125414626,0.3291043295959826,0.4199315329022442,0.9676683149486497,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
36,0.18301228185494742,0.20256618161996207,0.6753978527373791,0.7873870716483313,0.4227814755647505,0.33846036701439125,0.9861417802482296,0.608976797261316,0.884168512650888,0.33249824299835123,0.42677824267782427,0.9650057055914797,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
37,0.18247893949349722,0.19775732358296713,0.6793573440950278,0.7681030757135152,0.4181604638714704,0.3327495621716287,0.9878930937333434,0.608596424496006,0.8683614210619303,0.3237600452490697,0.4229745150247242,0.9688094332445797,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
38,0.17975072065989176,0.19727206726868948,0.6814893779029925,0.7642868412580586,0.40130930470720344,0.33023680804081323,0.9882738140561943,0.6165842525675161,0.8659099009709975,0.33304273717676686,0.41536705971852417,0.9684290604792697,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
39,0.17790299654006958,0.19467238088448843,0.6878854793268865,0.7559552069569464,0.3667992858169627,0.322393969390086,0.9897205512830275,0.6203879802206163,0.8588570731522186,0.3252613779525048,0.4096614682388741,0.9703309243058197,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
40,0.17748448749383292,0.19920491675535837,0.6824031066778344,0.7623159688665019,0.3931080236060789,0.33016066397624305,0.9874362293459225,0.608976797261316,0.8709521155114587,0.3253525091605122,0.4248763788512743,0.9669075694180297,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
41,0.17493837078412375,0.19888372719287872,0.6797380644178787,0.7555728165347176,0.42181864628923665,0.3328257062361989,0.9874362293459225,0.6116394066184861,0.8705411265434454,0.329584079379315,0.4237352605553442,0.9653860783567897,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
42,0.17334632078806558,0.19730097552140555,0.6880377674560268,0.7487243456689677,0.40051296304106515,0.3229269778420772,0.989035254701896,0.6150627615062761,0.8627622210307542,0.321220549647285,0.41460631418790417,0.9707112970711297,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
43,0.1725336660941442,0.1976808706919352,0.691311962232544,0.7515453943017237,0.3906750587768997,0.31995735932384073,0.9887306784436153,0.6131608976797261,0.8662899485926139,0.31864211614824595,0.41460631418790417,0.9726131608976797,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
44,0.17133686939875284,0.20083999137083688,0.685372725196071,0.7513666362386074,0.4028294718013706,0.3272671895225767,0.9873600852813523,0.607455306200076,0.8731922873731636,0.32872526464022567,0.4248763788512743,0.9680486877139597,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
45,0.16999240716298422,0.19955113033453623,0.6865910302291937,0.7440492898212683,0.4093888008351411,0.32536358790832254,0.9880453818624838,0.6120197793837961,0.8696961392527354,0.32970234721276104,0.4214530239634842,0.9672879421833397,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
46,0.1682054102420807,0.2002695898214976,0.6897129368765704,0.739740396002998,0.4051447110049748,0.32186096093809485,0.9884261021853347,0.607835678965386,0.8693161972081246,0.33079133709511227,0.42563712438189427,0.9672879421833397,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
47,0.1674202730258306,0.20206249256928763,0.6870478946166146,0.7397580688991359,0.4389788837170539,0.3257443082311734,0.987207797152212,0.608216051730696,0.8748886978252625,0.3253357958961093,0.42563712438189427,0.9669075694180297,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
48,0.1652594804763794,0.2022599478562673,0.6903220893931318,0.7414737598447068,0.40937421506731897,0.32323155410035787,0.9864463565065104,0.6101179155572461,0.8739534579431547,0.3265255835673555,0.4233548877900342,0.9672879421833397,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
49,0.1648840457201004,0.20331847170988718,0.688113911520597,0.7442072824823905,0.435887832413103,0.32490672352090155,0.9869793649585015,0.601369341955116,0.8786419195280244,0.32523755126672765,0.4321034613921643,0.9669075694180297,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
50,0.1639294425646464,0.20330180724461874,0.688570775908018,0.7426069296974233,0.4090402154112062,0.3239929947460595,0.9874362293459225,0.603651578546976,0.8768720965709341,0.32370438328783574,0.4309623430962343,0.9657664511220997,Dropout-1,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.2
1,0.3688099682331085,0.2751505374908447,0.4873981573136374,1.1730208644343607,0.12010704267443677,0.6630625142770121,0.877636488235742,0.503233168505135,1.163039799512913,0.11184377377631245,0.6485355648535565,0.8729554963864588,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
2,0.3317970434824626,0.2528041700522105,0.4874743013782076,1.1270606914200239,0.12316440545159163,0.6629102261478718,0.8777887763648824,0.503233168505135,1.114613698867023,0.11181541582150101,0.6496766831494865,0.8725751236211488,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
3,0.31619687875111896,0.24375961224238077,0.4894540470570319,1.0988282541118786,0.14098925699685344,0.6511078961394959,0.8822812761745222,0.5062761506276151,1.0872382921678378,0.1388766160573616,0.6356028908330164,0.8786610878661087,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
4,0.30703653891881305,0.2374463528394699,0.4924236655752684,1.076128563892031,0.1667687101927268,0.6381634051625675,0.8882205132109952,0.5085583872194751,1.0667810800264435,0.15003319662646397,0.6264739444655762,0.8817040699885889,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
5,0.29957916339238483,0.23452621201674143,0.49470798751237344,1.059971252390136,0.20245486584724257,0.6301682783827001,0.8917231401812229,0.5116013693419551,1.0514046069002092,0.1700825538592131,0.6196272346899961,0.8847470521110689,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
6,0.29201703270276386,0.228371391693751,0.49668773319119774,1.0400728804564348,0.1538536567425264,0.6233153125713851,0.8949211908931699,0.5123621148725751,1.0323216900117882,0.16552991755644667,0.6146823887409661,0.8874096614682389,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
7,0.2874428729216258,0.22670949002106985,0.5001142160968552,1.0256680751847975,0.1611059859428474,0.6127312875961319,0.9000989872839412,0.5150247242297451,1.0197246633638726,0.16826867219513542,0.607835678965386,0.890833016356029,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
8,0.28127503395080566,0.22039711972077689,0.4995812076448641,1.0076430164875827,0.15193624945214187,0.6136450163709739,0.8997182669610904,0.5154050969950551,1.0026190654973552,0.16047801896374037,0.605553442373526,0.892354507417269,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
9,0.2748548885186513,0.21969509621461233,0.500875656742557,0.997753495192178,0.15155109491329904,0.6092286606259042,0.9019264448336253,0.5161658425256752,0.9935842595725706,0.15233303380018598,0.601749714720426,0.894636744009129,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
10,0.27065639694531757,0.2175508439540863,0.51138353765324,0.9826478879567809,0.18110628496471481,0.5812076448640828,0.9157085205208254,0.5275770254849753,0.982064943395459,0.20665299777366497,0.5758843666793457,0.9060479269684291,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
11,0.26621657609939575,0.2141746977965037,0.5090992157161349,0.9710430777241476,0.16728832527763338,0.586766161577705,0.912815046067159,0.5237732978318752,0.9697884468343165,0.16841179676227622,0.5815899581589958,0.9041460631418791,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
12,0.2614155312379201,0.2123826543490092,0.5161806137211604,0.9594474216724598,0.18236086426100026,0.568948450468286,0.9216477575572984,0.5294788893115253,0.9599746542912259,0.18233358718072343,0.5667554203119056,0.9113731456827691,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
13,0.25779879093170166,0.20812784135341644,0.5209015457245108,0.9453072225883096,0.1855884020144909,0.5594304423970151,0.9255311048503769,0.5359452263217953,0.9471520919476204,0.18550049843422675,0.5523012552301255,0.9182198554583492,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
14,0.25388240814208984,0.20763914287090302,0.5312571385060535,0.9373931911735549,0.19120331506754393,0.5408512906418944,0.9320794944034112,0.5431723088626854,0.9404669649255638,0.19387536653733162,0.5351844807911753,0.9269684290604793,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
15,0.250562643011411,0.20520146191120148,0.5462575192263763,0.9269176045874479,0.20630599891270465,0.5142008680423361,0.9426635193786644,0.5576264739444656,0.930747789592039,0.21034372956177497,0.5131228604031951,0.9326740205401294,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
16,0.24717720846335092,0.20393827557563782,0.5577552729764715,0.9184750204193763,0.21838710826720273,0.4940226909312419,0.9506586461585319,0.5678965386078357,0.9238866197425534,0.2209951448801557,0.49372384937238495,0.9418029669075694,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
17,0.2440649519364039,0.20381715893745422,0.5765628569253026,0.9127722538437698,0.23784110135453684,0.46851442930023607,0.9569024594532857,0.5842525675161658,0.9195271953150889,0.23815766397112506,0.4689996196272347,0.9490300494484595,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
18,0.24172958731651306,0.2038183311621348,0.5935429833244499,0.9083901916834719,0.25373684181370854,0.4446051930252037,0.9632224168126094,0.5983263598326359,0.9166762147324082,0.262158248792011,0.4484594903004945,0.9554963864587296,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
19,0.23934368789196014,0.1986449509859085,0.6064874743013782,0.8921524439777309,0.26087853887360796,0.4274727784969162,0.9671057641056879,0.606314187904146,0.9013965946493531,0.2569045561793733,0.4355268162799544,0.9600608596424496,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
20,0.23547104994455972,0.19694559276103973,0.6182898043097541,0.8845633145281953,0.26273202154572045,0.41422371126170715,0.9685525013325211,0.6154431342715861,0.8950992458603498,0.2646231767250568,0.4199315329022442,0.9665271966527197,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
21,0.23291300733884177,0.19568816820780435,0.629635269930709,0.877468303185882,0.2769626307161516,0.3979288814436915,0.9732734333358715,0.6260935717002662,0.8893118217320027,0.274928887745727,0.40775960441232406,0.9680486877139597,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
22,0.2303186058998108,0.19386355578899384,0.6422751846493566,0.8692627664177359,0.2847808713095182,0.3829285007233686,0.9756338993375466,0.6386458729554964,0.8826890524634028,0.2827807524479812,0.3925446937999239,0.9699505515405097,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
23,0.22830949227015176,0.19498043755690256,0.6495850148480926,0.8686919661279593,0.2911351673770831,0.3731059163938171,0.9779943653392218,0.6420692278432865,0.8833000981088907,0.2888320949242797,0.38721947508558385,0.9714720426017497,Dropout-2,Modeling,ordinal,3,partial,none,Adam,0.001,0.0,0.5
