epoch,loss,val_loss,train_accuracy,train_cross_entropy,train_macro_f1,train_ef_mae,train_within_one,validation_accuracy,validation_cross_entropy,validation_macro_f1,validation_ef_mae,validation_within_one,run,stage,formulation,members,sampling,weighting,optimizer,learning_rate,l2,dropout
13,0.22045841813087463,0.2232841600974401,0.5618670524632605,0.9175186409278463,0.3401975320977577,0.4738445138201477,0.9647452981040128,0.5484975275770255,0.9785953118123579,0.24790391000975132,0.5218714340053252,0.9330543933054394,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
14,0.21472089489301047,0.21681462228298187,0.572603365567654,0.8970677097019758,0.3845529996608637,0.4559506586461585,0.9715221198507576,0.5572461011791555,0.9669305970300066,0.251544542389626,0.5093191327500951,0.9368581209585394,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
15,0.20865711073080698,0.22348215679327646,0.5906495088707835,0.8936104264261152,0.42238664754950356,0.4321937105002665,0.9773090687580903,0.5610498288322556,0.9733652724958026,0.2657265418163428,0.500190186382655,0.9418029669075694,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
16,0.20288235445817313,0.22291119396686554,0.6097616690778954,0.8776916943723403,0.4510857093264446,0.408665194548085,0.9816492804385898,0.5675161658425256,0.9650311076140594,0.2750969998295362,0.49258273107645495,0.9425637124381894,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
17,0.19708683093388876,0.21961678067843118,0.6029087032665804,0.8616770803080734,0.43426394153487413,0.4134622706160055,0.9836290261174141,0.5739825028527957,0.9591624109335308,0.27893720962414986,0.48611639406618484,0.9433244579688095,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
18,0.19135440389315286,0.22423750658830008,0.6329094647072261,0.8580443295180054,0.5137624632986288,0.37995888220513213,0.9871316530876418,0.5774058577405857,0.9548734918477129,0.28283956714450914,0.4815519208824648,0.9437048307341195,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
19,0.18584971129894257,0.22414165238539377,0.641133023680804,0.8444245035086677,0.5396676526939587,0.37021244194015074,0.9886545343790452,0.5739825028527957,0.9547043533571219,0.2846380391612225,0.48345378470901484,0.9452263217953595,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
20,0.18105730911095938,0.22721388439337412,0.6442549303281809,0.8387362499311782,0.5276223420656934,0.36792812000304576,0.9878169496687733,0.5796880943324458,0.9574439027467264,0.28551369634938434,0.4773678204640548,0.9452263217953595,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
21,0.17556562523047128,0.2267748365799586,0.6561334044011269,0.8280443672702229,0.5624236051091696,0.3547551968324069,0.9891113987664661,0.5815899581589958,0.9562781815289068,0.29281983260821126,0.47280334728033474,0.9478889311525295,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
22,0.17201159397761026,0.22867652773857117,0.6546105231097236,0.8200772145367486,0.5596160487737348,0.35620193405924006,0.9891875428310363,0.5861544313427158,0.9502653010462712,0.29448214325995076,0.4705211106884747,0.9456066945606695,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
23,0.16630104184150696,0.23112417260805765,0.6679357344095028,0.8080201429707466,0.5870630454453724,0.34226757024289955,0.9897966953475976,0.5853936858120958,0.949678631835373,0.28995782033225764,0.4693799923925447,0.9478889311525295,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
24,0.16223286588986716,0.22890399396419525,0.6738749714459757,0.7971273757387413,0.5972646308654138,0.3357953247544354,0.9903297037995888,0.5770254849752757,0.9497129508673777,0.31442472545885003,0.47508558387219474,0.9501711677443895,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
25,0.1580206205447515,0.2417771816253662,0.687657047133176,0.8074780672406473,0.6138418213776663,0.32825706236198887,0.9842381786339754,0.5736021300874857,0.9652519902344525,0.32406085597246953,0.4883986306580449,0.9406618486116394,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
26,0.15331795314947763,0.23594383398691812,0.689027640295439,0.7851595007224752,0.627889265664764,0.3239168506814894,0.9871316530876418,0.5808292126283758,0.9608871014142853,0.3131949640505842,0.47470521110688474,0.9467478128565995,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
27,0.1490667462348938,0.2328491508960724,0.699078656818701,0.7676393454099898,0.6342617044180437,0.31021091905885934,0.9907104241224397,0.5808292126283758,0.9425553110848405,0.2754682799972795,0.4693799923925447,0.9524534043362495,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
28,0.14488167564074197,0.23884311318397522,0.7069214954694282,0.7674598512734065,0.610641054224077,0.3039671057641057,0.9891113987664661,0.5793077215671358,0.9493966282116473,0.2874179115220071,0.47584632940281474,0.9471281856219095,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
29,0.14139469464619955,0.24875755111376444,0.7092058174065332,0.7795529226010149,0.6486080307068931,0.3073935886697632,0.983552882052844,0.5728413845568657,0.9676905931423286,0.2909932625669969,0.48687713959680484,0.9425637124381894,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
30,0.13806791603565216,0.25213709970315296,0.7136221731516028,0.77312960505116,0.639627136612804,0.30450011421609685,0.9820300007614406,0.5701787751996957,0.9730251337049961,0.3163244930846983,0.49334347660707495,0.9391403575503994,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
31,0.13419600824515024,0.24667608241240183,0.7175055204446813,0.7567011971739288,0.6667780854268487,0.2961242671133785,0.9864463565065104,0.5717002662609357,0.9596817256491816,0.28284257158249854,0.4872575123621149,0.9433244579688095,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
32,0.13110542794068655,0.24634727338949838,0.7282418335490749,0.7445963512048495,0.6752192787701367,0.2848549455569938,0.9869793649585015,0.5781666032712058,0.9549290602590429,0.28782879133237943,0.4777481932293648,0.9463674400912895,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
33,0.12727050731579462,0.25029926002025604,0.7251960709662681,0.7349135776935681,0.6769110423003908,0.28706312342952867,0.9878169496687733,0.5815899581589958,0.9621523991100592,0.33652062929550003,0.47546595663750474,0.9456066945606695,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
34,0.12338693191607793,0.25630485514799756,0.7259575116119699,0.74161318530756,0.6879514288233711,0.289499733495774,0.9846950430213964,0.5659946747812856,0.971174233242491,0.28555897026242777,0.49600608596424495,0.9402814758463294,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
35,0.12035731722911198,0.25682472189267475,0.7321251808421534,0.7269526204246776,0.6883466437769572,0.28051473387649434,0.9874362293459225,0.5713198934956257,0.9652595775179368,0.31350392586115244,0.48573602130087484,0.9452263217953595,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
36,0.11778278897205989,0.2615198890368144,0.7299931470341887,0.726224926113726,0.6975955699784021,0.2848549455569938,0.9853041955379578,0.5747432483834157,0.9814920928435359,0.28809218933387387,0.48611639406618484,0.9414225941422594,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
37,0.11461060990889867,0.26641565561294556,0.7322013249067235,0.7233454535506367,0.7255229769952863,0.28348435239473085,0.9844666108276859,0.5758843666793457,0.9860740336534233,0.3150572701260708,0.48649676683149484,0.9402814758463294,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
38,0.11233733594417572,0.27013017733891803,0.7302977232924693,0.7242329407037369,0.7337460286735992,0.28614939465468664,0.9837051701819843,0.5720806390262457,0.9892124588883631,0.30807271513980333,0.4895397489539749,0.9410422213769494,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
39,0.11068074901898702,0.26900071899096173,0.7331150536815655,0.7112601552150388,0.7410580318615372,0.2809715982639153,0.9860656361836595,0.5777862305058957,0.9796872731700057,0.31943284225838336,0.4811715481171548,0.9433244579688095,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
40,0.10886861632267635,0.26784253120422363,0.7400441635574507,0.7036471120706441,0.7153511817771202,0.2727480392903373,0.987207797152212,0.5751236211487257,0.978457441414016,0.28503002550854023,0.4807911753518448,0.9463674400912895,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
41,0.10556179781754811,0.2690330445766449,0.7347902231021092,0.6951180993668755,0.7195315024386665,0.2748039290337318,0.9904819919287292,0.5903385317611259,0.9780767160688579,0.3218871656392138,0.4602510460251046,0.9520730315709395,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
42,0.103339783847332,0.27741456031799316,0.7386735703951877,0.7039282252910564,0.7682814518943683,0.278078123810249,0.9834005939237036,0.5747432483834157,0.9913465870010894,0.3103400030379775,0.48573602130087484,0.9418029669075694,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
43,0.10048759480317433,0.2805389165878296,0.7376836975557756,0.7017113108002253,0.7641152917278053,0.27929642884337164,0.9833244498591335,0.5694180296690757,0.9978642925497702,0.29929693256221573,0.49372384937238495,0.9399011030810194,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
44,0.09808583060900371,0.28017882506052655,0.742023909236275,0.6929054143217191,0.7753666890996466,0.27198659864463565,0.9860656361836595,0.5785469760365158,0.9873946946982465,0.3203202574086512,0.4785089387599848,0.9452263217953595,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
45,0.09563485532999039,0.2857057551542918,0.7436990786568187,0.6927294619995051,0.7626859655704812,0.2732049036777583,0.9832483057945633,0.5686572841384557,1.0014067366754307,0.3083267920082943,0.49524534043362495,0.9387599847850894,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
46,0.093863345682621,0.289706289768219,0.7386735703951877,0.6997584639142397,0.7976478767500557,0.28005786948907335,0.9814208482448793,0.5690376569037657,1.0145479023390294,0.307907415510806,0.499049068086725,0.9345758843666794,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
47,0.0908231462041537,0.2941223879655202,0.7427092058174065,0.6939926464430548,0.7846278870365245,0.276250666260565,0.9812685601157389,0.5675161658425256,1.0198102476673199,0.2961920868123543,0.499049068086725,0.9360973754279194,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
48,0.08931409070889156,0.29728270570437115,0.7432422142693977,0.6904881690621434,0.7971510675549739,0.27472778496916167,0.9822584329551511,0.5671357930772156,1.0191120613249371,0.31220699113012257,0.502472422974515,0.9341955116013694,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
49,0.08786220600207646,0.2999928792317708,0.7417954770425645,0.6962397193835548,0.7982118132581465,0.279905581359933,0.9786035178557831,0.5568657284138455,1.0272961840798007,0.3135519315315382,0.5127424876378851,0.9326740205401294,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
50,0.08633789171775182,0.29758960008621216,0.7488007309830199,0.672986475638754,0.7656490118708197,0.2674940988349958,0.9839336023756948,0.5739825028527957,1.0172122504146677,0.3188591389191143,0.4910612400152149,0.9379992392544694,Subset ordinal ensemble,Strategy,ordinal,3,partial,none,Adam,0.001,0.0,0.0
1,0.3567979037761688,0.2534630000591278,0.4871697251199269,1.1539335146162093,0.11583885021385021,0.6891799284245793,0.8706312342952867,0.500950931913275,1.1437588145791648,0.11718596361848575,0.6899961962723469,0.8634461772537086,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
2,0.31661296884218854,0.24343802531560263,0.48755044544277776,1.1169636254252906,0.11646713809238057,0.6673265818929415,0.8762658950734791,0.503233168505135,1.1096590655551086,0.11837364899639731,0.6565233929250666,0.8718143780905288,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
3,0.30592795213063556,0.247651144862175,0.48998705550902305,1.1053420295485015,0.13836850613363097,0.6681641666032133,0.8782456407523034,0.5055154050969951,1.106679639484464,0.13732540849799707,0.6641308482312667,0.8718143780905288,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
4,0.2975956400235494,0.23950443665186563,0.4956978603517856,1.0838188939665816,0.16424384246022794,0.637934972968857,0.8901241148252493,0.5096995055154051,1.0897628926071656,0.15790938567289184,0.6405477367820464,0.8805629516926589,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
5,0.28921278317769367,0.24698891242345175,0.5053681565521968,1.0710067846451798,0.1967971299108587,0.6104469656590269,0.9031447498667479,0.5173069608216052,1.081139970303209,0.18146552113696934,0.6162038798022061,0.892734880182579,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
6,0.282468448082606,0.23467078804969788,0.5088707835224244,1.048524679990771,0.212489240764127,0.5916393817101957,0.910911444452905,0.5195891974134652,1.064107116920646,0.18428133586981155,0.601749714720426,0.898060098896919,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
7,0.2747399111588796,0.22990681727727255,0.5154953171400289,1.026903051783835,0.23739279703097815,0.570319043630549,0.9205817406533161,0.5222518067706352,1.0460323477872218,0.19004367074970488,0.5876759224039558,0.9033853176112591,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
8,0.2668977777163188,0.2309808929761251,0.5233381557907562,1.0112619214640575,0.2567019065951575,0.5522729003274195,0.9291860199497449,0.5279573982502853,1.0348566056144366,0.20692139368009332,0.5709395207303157,0.9109927729174591,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
9,0.26091944177945453,0.23226351042588553,0.527830655600396,1.0013295257352792,0.2629670240721755,0.5437447650955608,0.9331455113073935,0.5294788893115253,1.0335433009990227,0.208333990381932,0.5713198934956257,0.9132750095093192,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
10,0.25376324852307636,0.22735262413819632,0.5324754435391761,0.9846273814524085,0.2769113683316217,0.5328561638620269,0.9380948755044545,0.5306200076074553,1.0213018610499152,0.21233812220352408,0.5663750475465956,0.9128946367440092,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
11,0.24687655766805014,0.22814469039440155,0.5420695956750171,0.9710582560061151,0.3040096414989518,0.5116881139115206,0.9478413157694358,0.5351844807911753,1.0104606175711914,0.2149252409083038,0.5507797641688855,0.9205020920502092,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
12,0.24062160650889078,0.2188636213541031,0.5417650194167365,0.9510175683815584,0.3161603916049494,0.51138353765324,0.9475367395111551,0.5386078356789654,0.9963767705932797,0.2349501051774945,0.5408900722708254,0.9258273107645493,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
13,0.2352361927429835,0.22564355532328287,0.5483134089697708,0.9446845139589517,0.32281624533717457,0.4990481991928729,0.9533236884184878,0.5382274629136554,0.9973050179733617,0.23816487968465028,0.5427919360973754,0.9254469379992393,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
14,0.22939797242482504,0.2209367404381434,0.5532627731668317,0.927542878041155,0.3461623023216454,0.48937790299246176,0.9575877560344171,0.5386078356789654,0.9877418237379076,0.2269678736169454,0.5389882084442754,0.9273488018257893,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
15,0.22257178525129953,0.22370042900244394,0.5595827305261555,0.9195551189465783,0.37647329751597014,0.4782608695652174,0.9623086880377675,0.5408900722708254,0.9882969203832606,0.3091314553294386,0.5348041080258653,0.9292506656523393,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
16,0.21675166487693787,0.22157554825146994,0.5692530267265666,0.9029880556485015,0.39099370569528097,0.4632604888448945,0.9679433488159598,0.5454545454545454,0.9770788066298108,0.269542698921522,0.5302396348421453,0.9292506656523393,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
17,0.21143443882465363,0.22142091393470764,0.5772481535064342,0.8932623894496982,0.4200291947137615,0.45084900631995733,0.9719789842381786,0.5465956637504754,0.9756416824610025,0.28623981745100824,0.5226321795359452,0.9357170026626094,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
18,0.205568328499794,0.22574528058369955,0.5944567120992919,0.8883770259476155,0.49450498944037147,0.42838650727175814,0.9773852128226604,0.5481171548117155,0.9716295237152806,0.28898568785862,0.5207303157093952,0.9341955116013694,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
19,0.1999309559663137,0.2233415494362513,0.603213279524861,0.8728930458970559,0.44427864339188244,0.41787862636107515,0.9790603822432041,0.5621909471281856,0.9652087613906618,0.29009328188242534,0.503613541270445,0.9379992392544694,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
20,0.19473241766293845,0.2274360458056132,0.6158531942435087,0.8696518298950936,0.506024209381362,0.40440112693215563,0.9798218228889058,0.5606694560669456,0.9688539155611368,0.32890891062673944,0.5058957778623051,0.9376188664891594,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
21,0.18995321293671927,0.22228247920672098,0.6253712023147796,0.8537870443888875,0.5292118198754856,0.39153278001979747,0.9832483057945633,0.5743628756181057,0.9619316692521745,0.32516922616254723,0.4891593761886649,0.9406618486116394,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
22,0.18588471412658691,0.2268445591131846,0.6259803548313408,0.8493430793721986,0.5522711358321343,0.39023833092210464,0.9839336023756948,0.5678965386078357,0.9583774780322217,0.32203229200373157,0.49676683149486495,0.9395207303157094,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
23,0.1794439752896627,0.22831966976324716,0.6452448031675931,0.8358891129884995,0.5743528120059002,0.36952714535901926,0.985380339602528,0.5743628756181057,0.9627431504072306,0.35348075629456277,0.48611639406618484,0.9433244579688095,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
24,0.17512032886346182,0.22694488863150278,0.6436457778116196,0.8288251695814409,0.5518079673137454,0.3701362978755806,0.9865986446356506,0.5728413845568657,0.9589718521834102,0.32650384764327794,0.4895397489539749,0.9418029669075694,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
25,0.17116289337476095,0.23658942182858786,0.6597121754359248,0.8337945832952519,0.5893355560685475,0.35970456102946774,0.9807355516637478,0.5678965386078357,0.9718248776619378,0.32295924404109244,0.501331304678585,0.9345758843666794,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
26,0.1667943149805069,0.228891188899676,0.6673265818929415,0.8074971864546717,0.6859433727995667,0.3458463412776974,0.9870555090230716,0.5751236211487257,0.9580350749733852,0.31027461932031936,0.48535564853556484,0.9425637124381894,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
27,0.16230214138825735,0.22866220275561014,0.6782151831264753,0.7965429875661546,0.7347742322127462,0.3339678672047514,0.9878930937333434,0.5770254849752757,0.9494299125771397,0.2809941678146342,0.4796500570559148,0.9459870673259795,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
28,0.15800737341245016,0.23363537093003592,0.6843828523566587,0.7942736532361425,0.7457263147545613,0.3298560877179624,0.9859894921190894,0.5755039939140357,0.9570179231274165,0.31910212890110584,0.48421453023963484,0.9429440852034995,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
29,0.15457605322202048,0.2393433153629303,0.6863625980354832,0.7977833829533575,0.6525047833145902,0.3321404096550674,0.9818777126323003,0.5728413845568657,0.9654631684193525,0.3071248608694974,0.49372384937238495,0.9368581209585394,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
30,0.1502244770526886,0.24336467683315277,0.6839259879692378,0.7946126622996688,0.6011471184592884,0.33587146881900554,0.9806594075991777,0.5682769113731457,0.9710851226531395,0.3171843727913768,0.49600608596424495,0.9391403575503994,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
31,0.14627573390801749,0.23788006603717804,0.6998400974644027,0.775727996352886,0.7034435223370479,0.3165308764181832,0.984009746440265,0.5743628756181057,0.9546867593985278,0.2919877543588727,0.4872575123621149,0.9410422213769494,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
32,0.14299656450748444,0.2422825147708257,0.7050940379197441,0.7738373338104507,0.8045870675925997,0.312342952866824,0.9830198736008529,0.5739825028527957,0.9629278419636359,0.28477036198228856,0.4910612400152149,0.9376188664891594,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
33,0.1390558729569117,0.24501819908618927,0.706388487017437,0.7656591321478019,0.7006680526795731,0.3099063428005787,0.984009746440265,0.5755039939140357,0.9662827623070781,0.3261120626832326,0.49258273107645495,0.9357170026626094,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
34,0.13537598152955374,0.2513480484485626,0.706388487017437,0.7719131182172804,0.7458001437758707,0.3121145206731135,0.98172542450316,0.5705591479650057,0.9722865918469521,0.2881456803869268,0.49524534043362495,0.9368581209585394,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
35,0.13308688004811606,0.2496800720691681,0.7122515799893399,0.7600937945814259,0.7761431148221,0.30564227518464937,0.9824868651488616,0.5701787751996957,0.967865136583819,0.2844831571455467,0.4910612400152149,0.9410422213769494,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
36,0.13001559178034464,0.24883857866128287,0.7122515799893399,0.7445844389232386,0.7910115943447397,0.3020635041498515,0.9859133480545191,0.5846329402814758,0.9662382476387309,0.32102846621378894,0.47394446557626474,0.9440852034994295,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
37,0.12732276568810144,0.25458311041196185,0.715982639153278,0.7454496279208025,0.7887484918261706,0.3020635041498515,0.982182288890581,0.5678965386078357,0.9750752228752825,0.3117214223607779,0.4918219855458349,0.9425637124381894,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
38,0.1241808111468951,0.2564849257469177,0.7137744612807432,0.7421090489378076,0.7451828725734962,0.30457625828066703,0.9820300007614406,0.5690376569037657,0.9776121927941318,0.33461875079933323,0.49486496766831495,0.9391403575503994,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
39,0.12185362974802653,0.2580244541168213,0.7231401812228737,0.7364632022812369,0.8078666319207493,0.29620041117794865,0.9810401279220284,0.5732217573221757,0.9727371874817453,0.3106859376141769,0.4895397489539749,0.9402814758463294,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
40,0.11824443687995274,0.2580796182155609,0.7249676387725577,0.7288272925188056,0.8270467060839749,0.29231706388487017,0.9829437295362826,0.5766451122099657,0.9706041424830979,0.29596573900078127,0.48573602130087484,0.9406618486116394,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
41,0.1159270132581393,0.2577480673789978,0.7285464098073555,0.7227608364101045,0.830569031020625,0.28934744536663365,0.9825630092134318,0.5713198934956257,0.9705419836755823,0.3177698679983174,0.4910612400152149,0.9402814758463294,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
42,0.11366432905197144,0.2694013516108195,0.7285464098073555,0.7332755427122305,0.7868177158072243,0.2932307926597122,0.978527373791213,0.5644731837200456,0.9871151942269973,0.2880743537359583,0.503613541270445,0.9345758843666794,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
43,0.11018663893143336,0.2716893454392751,0.7231401812228737,0.7303223698500083,0.8010650926999263,0.2997791822127465,0.9776897890809412,0.5652339292506656,0.9943777843084701,0.30950062620940627,0.505135032331685,0.9330543933054394,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
44,0.1080896183848381,0.2664975921312968,0.7344856468438286,0.7041916804619117,0.8379588802477983,0.2805908779410645,0.9851519074088175,0.5789273488018258,0.9769598267995878,0.3218534005154685,0.4796500570559148,0.9440852034994295,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
45,0.10677721599737804,0.2763357361157735,0.7266428081931013,0.7189529881652716,0.8239658396057248,0.295438970532247,0.9782227975329323,0.5667554203119056,1.002221443260909,0.29109565037617274,0.498668695321415,0.9376188664891594,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
46,0.10459114362796147,0.2748076419035594,0.7299170029696185,0.7182903169345753,0.8214596112932574,0.29262164014315084,0.9781466534683622,0.5610498288322556,0.994066305829653,0.2849588510744708,0.501711677443895,0.9391403575503994,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
47,0.10160255432128906,0.2792780598004659,0.7304500114216097,0.7074084075725567,0.812934357028773,0.29094647072260715,0.9791365263077743,0.5610498288322556,0.9986001355817632,0.2792361008693971,0.5058957778623051,0.9353366298972994,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
48,0.09982091436783473,0.2784960965315501,0.7357800959415214,0.6982261592605772,0.8347581885639661,0.28348435239473085,0.9811162719865987,0.5686572841384557,0.9970217045996725,0.2868901942577268,0.49562571319893495,0.9391403575503994,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
49,0.0969088226556778,0.2797698676586151,0.7410340363968628,0.6987672447647656,0.8340768121956269,0.2813523185867662,0.9782989415975025,0.5659946747812856,0.9894572862511745,0.3116178525511532,0.502472422974515,0.9349562571319894,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
50,0.09471972783406575,0.28196019927660626,0.7368461128455037,0.6919077169875488,0.8362417427120364,0.2830274880073098,0.9805071194700373,0.5652339292506656,0.998412024333356,0.28204971893582137,0.501711677443895,0.9360973754279194,Weighted subset ordinal,Strategy,ordinal,3,partial,sqrt,Adam,0.001,0.0,0.0
1,0.34139179189999896,0.25567421317100525,0.48838803015304955,1.1373171049257162,0.1240509426981759,0.6569709891113987,0.8795400898499962,0.503233168505135,1.1275613747368214,0.11244263131055583,0.6519589197413466,0.8718143780905288,SGD-1,Modeling,ordinal,3,partial,none,SGD,0.1,0.0,0.0
